"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741194814724226,0.764042207792208,0.80413955632973,0.727607808857809,0.765353136446886,0.793765410355759,0.799890023566379,0.737226663283001,0.755149723440778,0.82738887129131,0.794714776956051,0.790529695024077,0.750729927007299,0.785259421651529,0.798524192041846,0.773181216931217,0.749571826161421,0.751530864197531,0.698153409090909,0.761986722399803,0.781798084008843,0.699187884108867,0.706096451319381
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747508261379384,0.672526598997187,0.772483766233766,0.804378639616101,0.732808857808858,0.740828182234432,0.748203592814371,0.751154752553024,0.743190373472064,0.720484455464429,0.812934220251293,0.778180790428188,0.784410112359551,0.705109489051095,0.801049170059505,0.792670776511613,0.785813492063492,0.787607935488475,0.769530864197531,0.631908574380165,0.803448487828866,0.79334315892901,0.773229441030143,0.711328480436761
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796589794691721,0.772785417332907,0.715482450776568,0.781899350649351,0.81258431955189,0.746532634032634,0.779461423992674,0.82388164846777,0.808735271013354,0.748424480818847,0.772029372496662,0.823239362263752,0.823284186725705,0.812342352671406,0.73543795620438,0.809844451404113,0.800080951491376,0.778373015873016,0.797812745307928,0.783802469135802,0.665870351239669,0.761556429800836,0.784622942765905,0.755231196956395,0.734531392174704
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800947220706323,0.756065926418019,0.747068542799275,0.714626391096979,0.785531655844156,0.782570828423587,0.748615967365967,0.771319826007326,0.798520605847129,0.748248232521603,0.736253859493296,0.722630173564753,0.83370288248337,0.819209571812144,0.762798096766797,0.751131386861314,0.810496920346591,0.828912136496669,0.808101851851852,0.785252979376293,0.751777777777778,0.677750516528926,0.784300467174822,0.770768852861705,0.702553409423471,0.666515013648772
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757649547422275,0.788356591564668,0.753108095283287,0.714382795011193,0.700348538583833,0.74163961038961,0.790289803097836,0.714350233100233,0.757125686813187,0.748344487495597,0.75541241162608,0.710358245569513,0.715430097272554,0.747291732657586,0.771633143341655,0.7121359779867,0.713868613138686,0.662490865434805,0.695778068372875,0.717228835978836,0.699671733390423,0.729333333333333,0.528796487603306,0.667291615441357,0.70732006877917,0.679250804799532,0.619426751592357
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767214165926803,0.73659484454939,0.810166055975676,0.789424567397425,0.7475349109903,0.683471933471933,0.768587662337662,0.773664976006284,0.720527389277389,0.735576923076923,0.741123635082776,0.750919088766693,0.731601319629489,0.732500476826245,0.787245275050153,0.737575957416741,0.791991515707407,0.736678832116788,0.73825555903539,0.779313780434647,0.779695767195767,0.757742810247627,0.779358024691358,0.653731921487603,0.786667076469142,0.791058707934169,0.705918934738074,0.645131938125569
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825633081896552,0.778928677123409,0.806473829201102,0.815545334060965,0.794138116478441,0.739193582773692,0.706371529900942,0.791943993506493,0.795489864576396,0.760183566433566,0.757426167582418,0.793536456498767,0.800392772977219,0.730702533519435,0.724728209040626,0.790624010136205,0.755758632059918,0.790300389818849,0.741605839416058,0.782962730974006,0.802851983311539,0.768287037037037,0.767198315849568,0.733728395061728,0.622546487603306,0.73349520531104,0.761704740849914,0.703138718173837,0.557779799818016
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.790504587155963,0.792261584051724,0.748298313110388,0.773883313656041,0.78638808762766,0.779934200120211,0.722364353480439,0.697077167665403,0.776968344155844,0.805642365558345,0.737427156177156,0.745507097069597,0.761271574498063,0.757989002356638,0.709057649198494,0.705607476635514,0.793348115299335,0.826063403834377,0.776857372162348,0.703467153284672,0.800735984967116,0.76900803287876,0.733399470899471,0.764664953971312,0.796814814814815,0.637396694214876,0.781872387509221,0.757184966838615,0.717753146034533,0.743403093721565
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736901669758813,0.82039755351682,0.797986260775862,0.720171155174115,0.790879574970484,0.763682076869104,0.806412324823637,0.718047116512099,0.682554726672374,0.790523538961039,0.798649179432006,0.732138694638695,0.768901671245421,0.754649524480451,0.77388845247447,0.7368142790678,0.731737554835018,0.830197444831591,0.753120731075416,0.847454712221967,0.67529197080292,0.697698089570936,0.812877514166511,0.788062169312169,0.788285877399558,0.780444444444444,0.748321280991736,0.793982050651586,0.807025300908868,0.760736757389523,0.691310282074613
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.731138774436749,0.741929499072356,0.764388379204893,0.803929822198276,0.744611324849561,0.715392561983471,0.791026740469323,0.787589763057164,0.704735635859716,0.655741714565244,0.696814123376623,0.779488361767167,0.676209207459207,0.674607944139194,0.720799577315956,0.740628436763551,0.712071226155733,0.676902536715621,0.767331855136733,0.717249988223656,0.746245127264389,0.645985401459854,0.705684309426871,0.732797808082695,0.735615079365079,0.742167986869336,0.719061728395062,0.606598657024793,0.722922301450701,0.79213952345861,0.686768364062043,0.494995450409463
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794164748273446,0.677846936091873,0.743747680890538,0.728669724770642,0.772258890086207,0.693634704547697,0.659484454939,0.715560926171357,0.744867293030907,0.712543971858011,0.608260975908035,0.689650974025974,0.714312550164797,0.649839743589744,0.679358402014652,0.68191264529764,0.653841319717203,0.653417502009051,0.64218958611482,0.710643015521064,0.663384992227613,0.659969043797294,0.628722627737226,0.673739430003132,0.677532847624385,0.637367724867725,0.653821451509313,0.625777777777778,0.544679752066116,0.711119990164741,0.698599852616065,0.547830699443957,0.424931756141947
