"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165692588042588,0.16530259295499,0.175900128589799,0.169128208282083,0.151728015659408,0.169142644547451,0.153454803625378,0.165434247162133,0.142536496531219,0.169266583166333
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179251150585386,0.186165888615889,0.170391487279843,0.178308786969567,0.153786920869209,0.13653804746758,0.130421785801415,0.13725003021148,0.154085692867852,0.138844846382557,0.158885771543086
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192647354379724,0.195372184093662,0.19747497952498,0.185509686888454,0.198622717531076,0.190789872898729,0.17119415218987,0.194682166382044,0.190475166163142,0.191544613407582,0.163384539147671,0.194587174348697
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162694746957079,0.171383503779458,0.177763827210335,0.181371089271089,0.168546232876712,0.184942348906987,0.153291922919229,0.149948862246146,0.132923786289339,0.14692279959718,0.16048173056329,0.160148265609514,0.171912374749499
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169604701397713,0.173123638693145,0.185065762561138,0.182692571659265,0.168854054054054,0.167163600782779,0.18886678096871,0.171507462074621,0.181173330070957,0.179096316174677,0.164321289023162,0.173903362604412,0.17725121407334,0.173470190380762
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191909431578947,0.200326175349428,0.182812043561819,0.189846820809249,0.195427048849415,0.201203194103194,0.181689530332681,0.205986969567081,0.166506232062321,0.159960386591632,0.179277043181264,0.178447291037261,0.18425814949668,0.190788553022795,0.181757164328657
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168109511967672,0.195827705263158,0.181601143583227,0.19381133888533,0.174710671409515,0.191979450948728,0.193460401310401,0.200979990215264,0.211342348906987,0.172267240672407,0.170388573525814,0.155666674798731,0.183312024169184,0.18891672735061,0.185491897918731,0.216814629258517
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192021561473915,0.185785887472801,0.200302821052632,0.193452795425667,0.168750544522742,0.178305558025789,0.185712555510698,0.19493837018837,0.183377446183953,0.210871324474925,0.163907667076671,0.162256789821385,0.169919541351549,0.18358944612286,0.208697536945813,0.192539073339941,0.193637074148297
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245964517806083,0.247652717986136,0.234564998445757,0.263443621052632,0.267268678526048,0.277966880204997,0.254919519786572,0.264067178037949,0.253251187551188,0.238094569471624,0.263911315902272,0.2236016400164,0.229646097381943,0.267772725054891,0.233324108761329,0.246147976011994,0.242422423191279,0.231591533066132
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125243850085179,0.179015804523005,0.178111200291864,0.171009045694747,0.181899831578947,0.166336721728081,0.156920755925689,0.171268563806136,0.165205974969721,0.170057985257985,0.157432485322896,0.16891380197171,0.154232677326773,0.148549987766088,0.147277531105148,0.145629365558912,0.162303298350825,0.145890064420218,0.157362625250501
