"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153226136363636,0.162815824915825,0.194709959349593,0.183864225352113,0.169445232273839,0.168883333333333,0.175993791574279,0.162711730205279,0.159965633802817,0.173496578947368,0.18113119266055,0.183395254237288,0.170154156171285,0.163129520295203,0.205588625592417,0.18556847826087,0.170102386634845,0.182443488372093,0.183408842105263,0.189914448669202,0.176941732283465,0.180529189189189,0.163053964757709,0.191362345679012,0.184259299191375,0.176801123595506,0.196709440559441,0.173972599531616,0.161303263403263,0.153584671532847,0.178481364829396,0.207556435643564,0.172081771720613,0.167456725146199
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188811231884058,0.148698106060606,0.161381144781145,0.196507113821138,0.179503943661972,0.170456479217604,0.16692,0.175306651884701,0.164209384164223,0.166268732394366,0.177937631578947,0.183719724770642,0.174962033898305,0.175207556675063,0.166529151291513,0.198378199052133,0.187840869565217,0.174329832935561,0.18855511627907,0.188777052631579,0.19411825095057,0.161189960629921,0.192394864864865,0.157336123348018,0.190899074074074,0.193730727762803,0.166251966292135,0.184267132867133,0.181297892271663,0.166521212121212,0.148951824817518,0.17217375328084,0.193924752475248,0.152771379897785,0.155797076023392
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176103835616438,0.19311884057971,0.155063257575758,0.158710437710438,0.192593699186992,0.17426676056338,0.167277506112469,0.168393611111111,0.178165188470067,0.169401173020528,0.165428732394366,0.176367105263158,0.18330504587156,0.179408474576271,0.180682367758186,0.168722509225092,0.20033317535545,0.184102826086957,0.163002625298329,0.186185348837209,0.194202315789474,0.197270342205323,0.167249015748031,0.186182162162162,0.150688766519824,0.180948148148148,0.181359029649596,0.165244101123595,0.18651013986014,0.165822482435597,0.151411655011655,0.131971897810219,0.172880577427822,0.189892574257426,0.155984497444634,0.149942105263158
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189467936507937,0.179792876712329,0.192015942028986,0.161503409090909,0.162244107744108,0.194321544715447,0.175870704225352,0.169103667481663,0.170576111111111,0.185845676274945,0.167526392961877,0.169598309859155,0.178782105263158,0.187834862385321,0.190769830508475,0.185161712846348,0.176466974169742,0.202809478672986,0.182823695652174,0.169978997613365,0.191465581395349,0.188465684210526,0.187266920152091,0.183881102362205,0.205864864864865,0.15675704845815,0.180083024691358,0.204989218328841,0.164635674157303,0.193338811188811,0.179650819672131,0.175017482517483,0.139709489051095,0.1947343832021,0.212220297029703,0.163994037478705,0.165497076023392
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175790223463687,0.190346666666667,0.180061095890411,0.199726086956522,0.163476515151515,0.165244107744108,0.19622743902439,0.182042253521127,0.169560391198044,0.174273333333333,0.180630820399113,0.1682357771261,0.16889323943662,0.182371052631579,0.181946100917431,0.190297627118644,0.185074559193955,0.1684963099631,0.208556398104265,0.185493913043478,0.176167064439141,0.197370465116279,0.185006736842105,0.182913688212928,0.174744291338583,0.199817567567568,0.154552202643172,0.196972839506173,0.195023989218329,0.187469101123596,0.191517482517483,0.186286651053864,0.169410955710956,0.150291240875912,0.182130446194226,0.212956683168317,0.159942759795571,0.163563157894737
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173144988344988,0.176091061452514,0.189996507936508,0.181232876712329,0.197279347826087,0.164209848484848,0.165834343434343,0.198850609756098,0.186217464788732,0.189590953545232,0.183081111111111,0.184480931263858,0.16746715542522,0.174723943661972,0.190241315789474,0.215083027522936,0.218662033898305,0.228749370277078,0.195161439114391,0.228708056872038,0.227219782608696,0.192482100238663,0.224336744186047,0.194396210526316,0.210309505703422,0.206571062992126,0.215277027027027,0.198174449339207,0.203208950617284,0.207442857142857,0.198905617977528,0.208062937062937,0.200950117096019,0.183893939393939,0.171101824817518,0.230018897637795,0.232483910891089,0.175789437819421,0.183457894736842
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158655094339623,0.171791608391608,0.178320391061453,0.18999746031746,0.179520821917808,0.194464130434783,0.162014772727273,0.171520875420875,0.199045731707317,0.181169295774648,0.169186797066015,0.172448611111111,0.184536363636364,0.166074780058651,0.164026478873239,0.186965526315789,0.187905963302752,0.194918305084746,0.202912090680101,0.180590774907749,0.197967772511848,0.195267826086957,0.189215513126492,0.18611976744186,0.190006947368421,0.18200608365019,0.166577755905512,0.183691621621622,0.153050660792952,0.178642283950617,0.191973315363881,0.168776404494382,0.182345104895105,0.17294074941452,0.159912587412587,0.148828102189781,0.195603149606299,0.201514603960396,0.157748892674617,0.160464912280702
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176924764890282,0.16868679245283,0.174150116550117,0.17725,0.191213015873016,0.179855890410959,0.197732971014493,0.166251515151515,0.169508080808081,0.195750609756098,0.181100563380282,0.171325672371638,0.166223055555556,0.185855210643016,0.167005865102639,0.163868450704225,0.181128684210526,0.184717889908257,0.172961694915254,0.167866246851385,0.163026568265683,0.186668009478673,0.179557391304348,0.155307637231504,0.187258604651163,0.180721894736842,0.176460836501901,0.154948228346457,0.166053243243243,0.156771365638767,0.179772222222222,0.176450943396226,0.155088202247191,0.170302447552448,0.176915222482436,0.156935664335664,0.151207299270073,0.167950393700787,0.184876485148515,0.15734531516184,0.155681286549708
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188774224343675,0.177100313479624,0.16797320754717,0.179782517482517,0.177689944134078,0.19274,0.184329863013699,0.198892028985507,0.163489015151515,0.178394276094276,0.20119593495935,0.187909014084507,0.1719804400978,0.173723333333333,0.190811308203991,0.176571554252199,0.165274929577465,0.187912894736842,0.173842660550459,0.172157627118644,0.169076826196474,0.172282841328413,0.187174644549763,0.174379347826087,0.16399785202864,0.182772790697674,0.179001263157895,0.175640684410646,0.16703405511811,0.176021891891892,0.149703303964758,0.178341666666667,0.170923989218329,0.169275,0.17587027972028,0.168017798594848,0.156322610722611,0.135642335766423,0.152839632545932,0.183804702970297,0.151920442930153,0.148612280701754
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184561538461538,0.197448448687351,0.189426332288401,0.181559245283019,0.182440559440559,0.186474581005587,0.206801904761905,0.188019178082192,0.194398913043478,0.167722727272727,0.185813131313131,0.213944105691057,0.188848450704225,0.192557946210269,0.181131666666667,0.20380066518847,0.183599706744868,0.176551267605634,0.191877631578947,0.200986009174312,0.202547118644068,0.195569017632242,0.190595018450185,0.205551184834123,0.205708695652174,0.186182816229117,0.197342093023256,0.198931578947368,0.209246007604563,0.198703346456693,0.193199459459459,0.161038105726872,0.190115740740741,0.194377088948787,0.190978370786517,0.203719230769231,0.185392037470726,0.190748018648019,0.175592700729927,0.18784750656168,0.214103465346535,0.170685689948893,0.177071929824561
