"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673947704081633,0.729137714247899,0.766383345651638,0.72850665748393,0.767413887370148,0.768628301523038,0.801977301977302,0.779640587332895,0.732945736434109,0.742412913441239,0.772579898100973,0.709857954545455,0.844604086845466,0.809878891001902,0.693539054966249,0.785213358070501,0.771727828746177,0.799552128232759,0.740825688073395,0.706414797323888,0.81611054806268,0.785470247698586,0.725842127704936,0.698636419224654,0.745698051948052,0.790836279180969,0.752389277389277,0.729324061355311,0.756762944698838,0.749379418695994,0.750444106077909,0.718958611481976,0.79975715341569,0.735032267181685,0.756778835129557,0.721970802919708,0.815325190520931,0.76745127342923,0.786871693121693,0.761114679226433,0.766716049382716,0.602660123966942,0.762509220555692,0.776050110537951,0.715283874743927,0.669472247497725
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691836734693878,0.696308992346939,0.737012772152736,0.737394267882073,0.754304407713499,0.74949425915801,0.768531906689801,0.775272025272025,0.763861494630725,0.730872093023256,0.735947396199859,0.769585787070734,0.711448863636364,0.839495530012771,0.784956460814733,0.701358814762865,0.770408163265306,0.775030581039755,0.812920932112069,0.720454769655717,0.719819952774498,0.779878381538941,0.78252823384265,0.72630849589596,0.664210590681179,0.741558441558442,0.791980463480028,0.734542540792541,0.72265625,0.751796407185629,0.751798900235664,0.744469821934611,0.706275033377837,0.807887234716503,0.731028310330209,0.747749942673699,0.641934306569343,0.750521975153983,0.771747929509932,0.751951058201058,0.741400842075216,0.751259259259259,0.61641270661157,0.761679370543398,0.763620732006878,0.708132133450395,0.704504094631483
NA,NA,NA,NA,NA,NA,NA,NA,0.697759049990423,0.718424036281179,0.665617028061224,0.725795777910132,0.748460211874846,0.701905417814509,0.730535811919081,0.753687102371313,0.797999297999298,0.751588866973482,0.713972868217054,0.703092012667136,0.756170184609277,0.648125,0.831481481481481,0.764588129316385,0.657061453493469,0.744638218923933,0.742966360856269,0.787244073275862,0.726842261023972,0.637937819756002,0.768262259296796,0.760415678086742,0.708186760473297,0.686651583710407,0.698518668831169,0.777712314496986,0.685868298368298,0.681003891941392,0.709985910531877,0.739387274155538,0.708127141225733,0.681718481785237,0.775292999683244,0.698478496396439,0.698520981426278,0.666167883211679,0.705188433030588,0.757238931440314,0.744047619047619,0.722347106258474,0.717456790123457,0.518724173553719,0.751475288910745,0.753696880373373,0.699114720515072,0.636260236578708
NA,NA,NA,NA,NA,NA,NA,0.710658622423328,0.675215475962459,0.699716553287982,0.638333067602041,0.726093574217457,0.684651391968465,0.710801193755739,0.732996172772007,0.755590900327742,0.790599040599041,0.749643874643875,0.730910852713178,0.664496833216045,0.740289816714087,0.638153409090909,0.783939974457216,0.776198578720849,0.638879635311651,0.705844155844156,0.685779816513762,0.727488550646552,0.668245042912104,0.599739275875639,0.772413658688703,0.737496441112271,0.650823472977294,0.624862418980066,0.650344967532468,0.766210700684803,0.664670745920746,0.58141597985348,0.713913349771046,0.688515318146112,0.65534196167999,0.629935151630746,0.725319396051103,0.688963210702341,0.675289497821601,0.644890510948905,0.626161394717611,0.705212030637026,0.712103174603175,0.708431456504674,0.713037037037037,0.522017045454545,0.730667568232112,0.744583640383198,0.671202809482002,0.698362147406733
NA,NA,NA,NA,NA,NA,0.677944862155389,0.708270487682252,0.713981995786248,0.704308390022676,0.670659279336735,0.720931771557144,0.740494374640716,0.702192378328742,0.732271733187534,0.75187969924812,0.792500292500293,0.73531667762437,0.726918604651163,0.694933145672062,0.758089062396612,0.655909090909091,0.826915708812261,0.80635071564408,0.685868326466205,0.773766233766234,0.729418960244648,0.780020878232759,0.704424385912992,0.698986619441165,0.788200670460747,0.794090664642055,0.733210745123121,0.674575027516204,0.728064123376623,0.793602814351828,0.74150641025641,0.714657738095238,0.744064811553364,0.749206598586017,0.732912489954743,0.690205988937631,0.758367648611551,0.739224645532055,0.725965948177024,0.707554744525547,0.775054807391168,0.771561118375989,0.78776455026455,0.733319060872047,0.731160493827161,0.668388429752066,0.799022621096631,0.760378285433554,0.676671788118232,0.588262056414923
NA,NA,NA,NA,NA,0.774621902332362,0.64479380268854,0.698403720462544,0.678586477686267,0.698185941043084,0.669822225765306,0.709615511878764,0.770653691385399,0.676939853076217,0.703540185893931,0.732648930017351,0.765473265473265,0.663968332237563,0.685755813953488,0.691282547501759,0.721630384437239,0.654772727272727,0.754182630906769,0.714042638374537,0.667967037783817,0.746029684601113,0.691681957186544,0.684603987068966,0.668676630166716,0.699257182211728,0.767930926950963,0.749517572996742,0.69027822193796,0.645805307570013,0.715523538961039,0.77135099134177,0.690559440559441,0.628820398351648,0.691282141599155,0.678146111547526,0.716935245104259,0.620875452984932,0.71117094287826,0.677351735833059,0.674271955973401,0.646350364963504,0.716697985175906,0.677501712435394,0.739517195767196,0.671251694854778,0.726666666666667,0.586776859504132,0.720248340299975,0.743895848685827,0.628895961369622,0.43926296633303
NA,NA,NA,NA,0.712485854394568,0.794551749271137,0.656755525176578,0.701231774761186,0.69720360084275,0.693083900226757,0.720942283163265,0.677982926345047,0.750677506775068,0.68620867768595,0.739953526517223,0.709297281665703,0.81961506961507,0.707360837168529,0.682771317829457,0.676482230823364,0.776913915172368,0.643636363636364,0.793167305236271,0.795566009408468,0.68045060050846,0.773320964749536,0.731207951070336,0.754293507543103,0.701119660649107,0.699281778827233,0.777675995946051,0.774983391857265,0.724909391322887,0.662743059801883,0.728267045454545,0.783732090100244,0.728962703962704,0.723829555860806,0.716185276505812,0.73184603299293,0.724368734932115,0.714047301163456,0.742698764649984,0.731664232888973,0.736141366659023,0.676788321167883,0.788782753940912,0.744411233576188,0.778306878306878,0.708841789766645,0.704074074074074,0.612797004132231,0.755194246373248,0.746818963399656,0.69503585016096,0.498635122838945
NA,NA,NA,0.72739965095986,0.70584685024519,0.791157981049563,0.698154477101846,0.695952740070387,0.688642022601034,0.713718820861678,0.670798788265306,0.712361855601879,0.728935698447894,0.681760789715335,0.738504647348278,0.743155966840177,0.77983502983503,0.736343962305501,0.682519379844961,0.699485397607319,0.759180837689406,0.670511363636364,0.797381864623244,0.813932539285357,0.695274831243973,0.774675324675325,0.746620795107034,0.742305360991379,0.703166617342409,0.721025186934278,0.788181180322757,0.769099364145392,0.710412002984756,0.669988993518405,0.713311688311688,0.77784039482897,0.705040792540793,0.684466575091575,0.67814371257485,0.696575019638649,0.727477477477477,0.644049208468434,0.695892725161018,0.733595553252626,0.647772873194221,0.731240875912409,0.745745902495041,0.736347219627623,0.77119708994709,0.733800756440448,0.701506172839506,0.540160123966942,0.76180231128596,0.745590763940064,0.659258852794849,0.515241128298453
NA,NA,0.638755980861244,0.729261198371146,0.680347038853263,0.773915816326531,0.676190476190476,0.730517848164907,0.720302624018387,0.702324263038549,0.659359056122449,0.680166765932102,0.70883633078755,0.684142561983471,0.740869327501367,0.758097165991903,0.776997776997777,0.724263094455402,0.735794573643411,0.655524278676988,0.742721498048038,0.740255681818182,0.824169859514687,0.758057251526374,0.699772069781713,0.705974025974026,0.778425076452599,0.79168911637931,0.705423202130808,0.687131050767414,0.786914321353395,0.766837493277656,0.735742458160111,0.67512535159594,0.658725649350649,0.756485134142801,0.707502913752914,0.706974015567766,0.726787601268052,0.706221523959152,0.707228355115679,0.622067518596224,0.74832647027769,0.73437279193556,0.619525338225178,0.665255474452555,0.650041758012319,0.765738838034747,0.734490740740741,0.723810033540284,0.685308641975309,0.642884814049587,0.737244897959184,0.67536231884058,0.639742464149839,0.648089171974522
NA,0.999454022988506,0.658365956212846,0.692786503781268,0.676725763862693,0.760454628279883,0.695693779904306,0.800653594771242,0.71446083125838,0.718480725623583,0.655193718112245,0.720534709814043,0.764823027018149,0.720385674931129,0.75736741388737,0.752699055330634,0.771732771732772,0.735412557527942,0.686434108527132,0.702476249120338,0.737345331833521,0.682869318181818,0.817911877394636,0.711740566509859,0.690251599894801,0.694786641929499,0.76914373088685,0.778707570043103,0.709788398934596,0.720582447855175,0.811939658532782,0.751210021827845,0.715808549195182,0.700684847743671,0.714184253246753,0.726224021039329,0.692890442890443,0.681933951465201,0.679112363508278,0.750934799685782,0.728936683162035,0.700743848941446,0.730324147397318,0.738588722973291,0.659166475578996,0.707591240875912,0.69639315168598,0.773491500093406,0.737400793650794,0.713159209305645,0.646197530864198,0.612409607438017,0.731896975657733,0.749373618275608,0.678958150424349,0.66992720655141
