"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186458129741657,0.195069081891086,0.161703896693233,0.17550271773045,0.167241282838759,0.192533167076814,0.140568125879524,0.149925579379544,0.137100684406149,0.150953824643094,0.123332655181138,0.140715628004715,0.131528196355842
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176322677505982,0.176697406104607,0.18504622070241,0.159597593149606,0.171358871462727,0.164092756794582,0.184561949393053,0.147025826544255,0.145801288966953,0.151404356089642,0.16598003994659,0.136460837987495,0.155572343046888,0.160249885067628
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182002976782176,0.182032349313405,0.184203580815256,0.198516496563439,0.161696557939191,0.182630909000654,0.173313870482984,0.196916213139841,0.153362783606715,0.158027464658475,0.16075427462916,0.173877704522445,0.142200816076747,0.162903227863333,0.15768912075862
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204467412252244,0.170127577194912,0.180356610717383,0.17975620225375,0.187181884384189,0.153638136159764,0.166967136246261,0.158142300546721,0.186801652666881,0.140049739933997,0.1410739946315,0.13668683224556,0.158354209247894,0.122212951090728,0.139192718994364,0.148696264101232
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191547132827039,0.213942098966488,0.188100200095784,0.195950803479152,0.19142429626285,0.195967469329387,0.187748440322511,0.200217137666698,0.200823388921891,0.208974524239013,0.180123583713996,0.19138137626188,0.184414415733523,0.193144088353281,0.182976648714924,0.200628361136892,0.186144469138467
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20200086917718,0.174897915251412,0.212937805526835,0.183579200954695,0.192957278587124,0.186875486175386,0.197068445623328,0.185561563861019,0.203239961839547,0.197860363061142,0.214507031122534,0.185252933420501,0.183226756096894,0.189717188622036,0.194053676199089,0.180319405869986,0.202774433637885,0.191409445519903
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198946204395092,0.212070105606937,0.177100413533121,0.205287632133196,0.1816232725376,0.185762820385336,0.188633956064452,0.195201677202523,0.162530887165613,0.176960593155981,0.159616071418314,0.195145647292045,0.136321377450917,0.150929624839437,0.128087091529688,0.138407179048619,0.112270555414897,0.128697957408872,0.1236014747044
"21",NA,NA,NA,NA,NA,NA,NA,NA,0.181566489521494,0.190933183085878,0.201337534902435,0.172729829091543,0.205248202342358,0.181128157552506,0.186766041774829,0.184668921396437,0.187008039626352,0.169414682251828,0.185983844975815,0.1818612427871,0.201105165246952,0.156809331939767,0.164258904001477,0.153844720955516,0.162690573498275,0.144929482503495,0.160150569140532,0.134795472117577
"22",NA,NA,NA,NA,NA,NA,NA,0.200162747985705,0.186695086562256,0.205639702835314,0.197972443597351,0.183467040010127,0.204098399331656,0.178943658036014,0.186128755241748,0.185299595482098,0.196213617056355,0.16253379706951,0.172734362741904,0.170049302576342,0.190450805410615,0.146867077950239,0.155125337065345,0.145923343664624,0.166557860075371,0.137410077997548,0.151537212822781,0.154528139067907
"23",NA,NA,NA,NA,NA,NA,0.199985878742678,0.19554787720186,0.192360757933407,0.201456329109564,0.194713615478132,0.187969778440096,0.209073554138251,0.186492306219475,0.194218112420593,0.190135777462868,0.19774941309916,0.187224273751256,0.198650049405232,0.199961604361,0.207064789391242,0.181070797793124,0.189880317758564,0.18598845893238,0.192975258262345,0.183543754169842,0.197531073621518,0.185479652500753
